,,,,,Distance moved,Velocity,Freezing,Freezing,Cruising,Cruising,Bursting,Bursting,Turn angle,Angular velocity,Meander,Meander
T2,Psilocin 1,Trial     6,F10,0:30:00-0:35:00,870.596,2.90276,510,255,681,30,83,4.16,67.6332,1690.83,2209.06,16543700
T2,Psilocin 1,Trial     6,F10,0:35:00-0:40:00,890.085,2.96853,474,251.68,693,30.2,83,4,64.9782,1624.45,2420.26,18079300
T2,Psilocin 1,Trial     6,F10,0:40:00-0:45:00,0.043636,1.0909,0,0,0,0,0,0,49.4307,1235.77,1132.8,1132.8
T2,Psilocin 1,Trial     6,G4,0:00:00-0:05:00,113.67,0.707607,4,160.48,4,0.16,1,0.04,120.084,3002.09,7496.14,29857100
T2,Psilocin 1,Trial     6,G4,0:05:00-0:10:00,202.192,0.674333,7,299.6,6,0.28,2,0.08,121.268,3031.7,7705.6,57098500
T2,Psilocin 1,Trial     6,G4,0:10:00-0:15:00,208.137,0.694159,7,299.4,9,0.36,0,0,119.26,2981.5,7181.05,53556300
T2,Psilocin 1,Trial     6,G4,0:15:00-0:20:00,498.752,1.6634,281,276,365,15.28,28,1.36,107.23,2680.74,6047.7,44783200
T2,Psilocin 1,Trial     6,G4,0:20:00-0:25:00,264.482,0.882313,42,296.04,59,2.48,2,0.12,117.24,2931.01,6764.73,49402800
T2,Psilocin 1,Trial     6,G4,0:25:00-0:30:00,439.926,1.4676,158,283.16,232,11,44,2.68,109.345,2733.62,6240.46,46185600
T2,Psilocin 1,Trial     6,G4,0:30:00-0:35:00,274.967,0.916802,49,294.6,82,3.36,5,0.2,115.368,2884.2,6868.95,51043100
T2,Psilocin 1,Trial     6,G4,0:35:00-0:40:00,229.091,0.764046,18,278.68,27,1.32,8,0.4,119.311,2982.77,7644.89,56281700
T2,Psilocin 1,Trial     6,G4,0:40:00-0:45:00,0.0220367,0.550918,0,0,0,0,0,0,179.72,4493,8155.48,8155.48
T2,Psilocin 1,Trial     6,G10,0:00:00-0:05:00,849.188,2.8363,509,258.4,631,27.68,89,4.48,83.5149,2087.87,3089.53,23026300
T2,Psilocin 1,Trial     6,G10,0:05:00-0:10:00,936.281,3.1226,597,252.44,738,32.2,115,5.76,76.7855,1919.64,2460.91,18419900
T2,Psilocin 1,Trial     6,G10,0:10:00-0:15:00,714.93,2.38437,435,267.48,514,22.08,82,3.68,88.7916,2219.79,3498.97,26165300
T2,Psilocin 1,Trial     6,G10,0:15:00-0:20:00,519.347,1.73208,265,278.72,325,13.96,38,1.84,108.535,2713.37,5175.42,38629300
T2,Psilocin 1,Trial     6,G10,0:20:00-0:25:00,319.592,1.06616,61,294.28,78,4.08,21,1.48,113.836,2845.91,6987.7,52198100
T2,Psilocin 1,Trial     6,G10,0:25:00-0:30:00,426.577,1.42306,184,286,221,9.64,20,1,104.952,2623.81,5268.2,39342900
T2,Psilocin 1,Trial     6,G10,0:30:00-0:35:00,382.925,1.27676,119,290.44,152,6.32,12,0.64,107.984,2699.6,5465.4,40842900
T2,Psilocin 1,Trial     6,G10,0:35:00-0:40:00,306.254,1.02139,33,260.68,44,1.96,6,0.28,114.594,2864.85,6112.31,45695700
T2,Psilocin 1,Trial     6,G10,0:40:00-0:45:00,0.0328155,0.820388,0,0,0,0,0,0,156.754,3918.84,4776.81,4776.81
T2,Psilocin 1,Trial     6,H4,0:00:00-0:05:00,632.362,2.1121,335,275.16,410,17.84,48,2.76,85.434,2135.85,3639.25,26854000
T2,Psilocin 1,Trial     6,H4,0:05:00-0:10:00,961.449,3.20654,625,248.2,819,35,80,4.2,66.3997,1659.99,1958.62,14658300
T2,Psilocin 1,Trial     6,H4,0:10:00-0:15:00,610.417,2.03581,358,275.32,415,17.68,39,1.84,86.4992,2162.48,3619.32,26971200
T2,Psilocin 1,Trial     6,H4,0:15:00-0:20:00,725.846,2.42078,473,264.28,573,24.4,58,2.8,89.9698,2249.25,4149.39,31020800
T2,Psilocin 1,Trial     6,H4,0:20:00-0:25:00,327.075,1.09112,80,293.44,103,4.64,20,1.08,110.157,2753.92,6222.15,46311400
T2,Psilocin 1,Trial     6,H4,0:25:00-0:30:00,763.794,2.54802,501,261.84,616,26.12,70,3.4,82.9019,2072.55,3518.76,26341400
T2,Psilocin 1,Trial     6,H4,0:30:00-0:35:00,892.061,2.97433,622,253,754,32.08,78,3.68,68.4309,1710.77,2192.69,16429800
T2,Psilocin 1,Trial     6,H4,0:35:00-0:40:00,825.054,2.75238,485,249.52,657,28.12,50,2.92,71.3365,1783.41,2461.58,18420000
T2,Psilocin 1,Trial     6,H4,0:40:00-0:45:00,0.025584,0.6396,0,0,0,0,0,0,155.737,3893.44,6087.3,6087.3
T2,Psilocin 1,Trial     6,H10,0:00:00-0:05:00,770.51,2.70582,420,245.56,590,25.76,75,4.24,79.388,1984.7,3553.13,25255600
T2,Psilocin 1,Trial     6,H10,0:05:00-0:10:00,164.906,0.54998,1,300,0,0,0,0,120.216,3005.41,8519.24,63468300
T2,Psilocin 1,Trial     6,H10,0:10:00-0:15:00,173.209,0.577671,1,300,0,0,0,0,119.752,2993.8,8016.64,59884300
T2,Psilocin 1,Trial     6,H10,0:15:00-0:20:00,661.526,2.20626,324,267.28,473,20.76,74,3.56,95.703,2392.57,5024.98,37456200
T2,Psilocin 1,Trial     6,H10,0:20:00-0:25:00,256.878,0.856945,6,298.48,17,0.88,5,0.28,116.257,2906.41,6643.08,49451100
T2,Psilocin 1,Trial     6,H10,0:25:00-0:30:00,680.402,2.26982,270,270.92,411,18.76,75,4.08,94.4629,2361.57,4493.99,33534200
T2,Psilocin 1,Trial     6,H10,0:30:00-0:35:00,296.198,0.98759,35,157.28,61,2.8,7,0.44,113.282,2832.06,6346.85,47430000
T2,Psilocin 1,Trial     6,H10,0:35:00-0:40:00,194.615,0.649063,0,0,0,0,0,0,119.168,2979.2,7135.35,53265400
T2,Psilocin 1,Trial     6,H10,0:40:00-0:45:00,0.0090702,0.226755,0,0,0,0,0,0,72.2405,1806.01,7964.6,7964.6
T2,Psilocin 3,Trial     6,A5,0:00:00-0:05:00,611.986,2.08841,251,270.24,363,17.56,83,4.64,98.039,2450.97,5556.96,40532400
T2,Psilocin 3,Trial     6,A5,0:05:00-0:10:00,806.877,2.69103,431,260,573,26,109,5.56,86.3537,2158.84,4369.65,32737400
T2,Psilocin 3,Trial     6,A5,0:10:00-0:15:00,965.924,3.22146,514,252.08,651,31.36,194,9.92,82.2546,2056.37,3875.64,29036300
T2,Psilocin 3,Trial     6,A5,0:15:00-0:20:00,481.366,1.60541,196,280.88,275,12.44,46,2.48,102.915,2572.88,6271.5,46866900
T2,Psilocin 3,Trial     6,A5,0:20:00-0:25:00,256.912,0.857061,53,296.44,60,2.64,10,0.52,113.169,2829.23,7391.38,55073100
T2,Psilocin 3,Trial     6,A5,0:25:00-0:30:00,385.883,1.28731,111,289.36,151,7,33,1.92,107.97,2699.26,6615.5,49497200
T2,Psilocin 3,Trial     6,A5,0:30:00-0:35:00,250.629,0.835651,38,296.28,56,2.36,5,0.28,115.149,2878.73,7390.05,55122400
T2,Psilocin 3,Trial     6,A5,0:35:00-0:40:00,254.26,0.847986,14,276.48,27,1.16,1,0.08,118.56,2964.01,6663.35,49921800
T2,Psilocin 3,Trial     6,A5,0:40:00-0:45:00,0.0228169,0.570423,0,0,0,0,0,0,163.845,4096.13,7180.85,7180.85
T2,Psilocin 3,Trial     6,A11,0:00:00-0:05:00,6.08615,0.922144,1,6.52,1,0.04,0,0,104.147,2603.68,6601.92,1069510
T2,Psilocin 3,Trial     6,A11,0:05:00-0:10:00,255.168,0.851014,1,300,0,0,0,0,119.739,2993.48,6020.12,45078600
T2,Psilocin 3,Trial     6,A11,0:10:00-0:15:00,265.821,0.886542,2,299.96,1,0.04,0,0,119.707,2992.68,5941.79,44444600
T2,Psilocin 3,Trial     6,A11,0:15:00-0:20:00,689.068,2.29812,414,267.28,509,22.28,63,3.16,94.7683,2369.21,4250.5,31776700
T2,Psilocin 3,Trial     6,A11,0:20:00-0:25:00,387.36,1.29224,86,292.76,115,5.08,24,1.12,113.554,2838.85,5394.9,40402400
T2,Psilocin 3,Trial     6,A11,0:25:00-0:30:00,637.272,2.12594,370,269.96,457,19.92,50,2.56,99.0302,2475.75,4413.4,33021100
T2,Psilocin 3,Trial     6,A11,0:30:00-0:35:00,467.911,1.56054,131,288.92,171,7.76,26,1.44,107.861,2696.53,4738.57,35458700
T2,Psilocin 3,Trial     6,A11,0:35:00-0:40:00,405.341,1.35186,122,278.88,148,6.4,22,1.04,110.101,2752.53,5333.06,39966000
T2,Psilocin 3,Trial     6,A11,0:40:00-0:45:00,0.0111037,0.277593,0,0,0,0,0,0,152.698,3817.44,13751.9,13751.9
T2,Psilocin 3,Trial     6,B5,0:00:00-0:05:00,545.656,1.82347,303,278.76,338,14.8,68,3.32,98.4258,2460.65,5541.41,40513200
T2,Psilocin 3,Trial     6,B5,0:05:00-0:10:00,377.274,1.25825,144,289.08,159,7.44,44,2.28,109.918,2747.96,7349.79,55035200
T2,Psilocin 3,Trial     6,B5,0:10:00-0:15:00,180.751,0.602826,20,298.84,20,0.84,1,0.04,118.513,2962.83,8752.4,65520500
T2,Psilocin 3,Trial     6,B5,0:15:00-0:20:00,807.38,2.6927,388,264.2,493,23.72,133,7.68,84.9927,2124.82,4369.41,32691900
T2,Psilocin 3,Trial     6,B5,0:20:00-0:25:00,215.323,0.718317,20,298.4,22,1.16,8,0.52,117.446,2936.15,7997.64,59390500
T2,Psilocin 3,Trial     6,B5,0:25:00-0:30:00,620.528,2.07008,287,275.6,346,16.72,86,4.6,93.5872,2339.68,4921.53,36852400
T2,Psilocin 3,Trial     6,B5,0:30:00-0:35:00,345.078,1.15057,101,292.04,114,5.44,31,1.8,112.225,2805.63,7110.55,53137200
T2,Psilocin 3,Trial     6,B5,0:35:00-0:40:00,282.617,0.942559,49,155.2,58,3.08,24,1.4,117.124,2928.1,7874.48,58145200
T2,Psilocin 3,Trial     6,B5,0:40:00-0:45:00,0.00576483,0.144121,0,0,0,0,0,0,92.6816,2317.04,16077.1,16077.1
T2,Psilocin 3,Trial     6,B11,0:00:00-0:05:00,218.245,0.950874,23,227.24,34,1.6,6,0.36,114.997,2874.93,6207.53,35507100
T2,Psilocin 3,Trial     6,B11,0:05:00-0:10:00,228.255,0.761256,1,300,0,0,0,0,118.696,2967.41,6595.26,49332500
T2,Psilocin 3,Trial     6,B11,0:10:00-0:15:00,221.563,0.738939,1,300,0,0,0,0,118.289,2957.22,6563.85,49176400
T2,Psilocin 3,Trial     6,B11,0:15:00-0:20:00,520.932,1.73737,254,280.52,313,13.88,40,2.2,98.9626,2474.07,4758.87,35586800
T2,Psilocin 3,Trial     6,B11,0:20:00-0:25:00,266.718,0.889773,66,295.52,75,3.28,8,0.48,111.83,2795.75,7266.23,54177000
T2,Psilocin 3,Trial     6,B11,0:25:00-0:30:00,634.825,2.11778,300,276.72,365,16.32,52,3,88.3313,2208.28,3694.14,27624800
T2,Psilocin 3,Trial     6,B11,0:30:00-0:35:00,519.268,1.73135,232,285.2,249,10.8,34,1.72,93.2462,2331.16,3963.82,29685100
T2,Psilocin 3,Trial     6,B11,0:35:00-0:40:00,333.757,1.11312,77,52.12,95,4.24,10,0.6,110.831,2770.78,6090.2,45579100
T2,Psilocin 3,Trial     6,B11,0:40:00-0:45:00,0.0473809,1.18452,0,0,0,0,0,0,174.062,4351.55,3673.68,3673.68
T2,Psilocin 3,Trial     6,C5,0:00:00-0:05:00,647.629,2.16309,270,274.56,353,17.08,98,5.4,101.191,2529.78,5070.3,37723000
T2,Psilocin 3,Trial     6,C5,0:05:00-0:10:00,649.194,2.16514,339,271.08,417,19.16,77,4.12,98.2507,2456.27,4794.02,35859300
T2,Psilocin 3,Trial     6,C5,0:10:00-0:15:00,306.787,1.02317,41,295.6,62,3,14,0.76,115.998,2899.96,6427.31,48050500
T2,Psilocin 3,Trial     6,C5,0:15:00-0:20:00,546.731,1.82341,212,280.52,270,12.84,81,4.36,105.27,2631.76,5471.35,40920200
T2,Psilocin 3,Trial     6,C5,0:20:00-0:25:00,278.809,0.930108,18,298.08,21,1.36,10,0.68,117.288,2932.21,6356.86,47555700
T2,Psilocin 3,Trial     6,C5,0:25:00-0:30:00,286.125,0.954512,23,298,27,1.36,12,0.64,119.237,2980.92,6275.57,46903600
T2,Psilocin 3,Trial     6,C5,0:30:00-0:35:00,255.113,0.850602,3,299.68,3,0.2,1,0.12,118.488,2962.21,6613.27,49487100
T2,Psilocin 3,Trial     6,C5,0:35:00-0:40:00,294.764,0.983072,21,257.32,27,1.4,5,0.44,117.433,2935.84,6275.48,47015900
T2,Psilocin 3,Trial     6,C5,0:40:00-0:45:00,0.0738481,1.8462,0,0,0,0,0,0,176.465,4411.63,2389.57,2389.57
T2,Psilocin 3,Trial     6,C11,0:00:00-0:05:00,792.633,2.6474,486,256.48,666,27.56,37,1.8,80.8805,2022.01,3216.57,23979500
T2,Psilocin 3,Trial     6,C11,0:05:00-0:10:00,574.7,1.91669,310,274.32,407,17.08,35,1.68,97.2352,2430.88,4707.71,35213700
T2,Psilocin 3,Trial     6,C11,0:10:00-0:15:00,175.617,0.585704,4,299.76,3,0.16,2,0.12,118.727,2968.18,8295.27,62015400
T2,Psilocin 3,Trial     6,C11,0:15:00-0:20:00,629.93,2.10089,397,266.56,511,21.32,40,1.84,101.128,2528.21,5123.01,38166400
T2,Psilocin 3,Trial     6,C11,0:20:00-0:25:00,330.046,1.10103,62,294.56,82,3.76,14,0.84,113.484,2837.11,6027.64,44972200
T2,Psilocin 3,Trial     6,C11,0:25:00-0:30:00,558.852,1.86433,331,272.72,431,18,31,1.44,102.549,2563.72,5220.15,38952800
T2,Psilocin 3,Trial     6,C11,0:30:00-0:35:00,489.775,1.63302,264,279.56,319,13.48,28,1.4,107.515,2687.87,5172.73,38516100
T2,Psilocin 3,Trial     6,C11,0:35:00-0:40:00,261.524,0.872211,18,297.2,20,1.4,17,1.08,117.643,2941.08,7118.45,53181900
T2,Psilocin 3,Trial     6,C11,0:40:00-0:45:00,0.0947108,2.36777,0,0,0,0,0,0,177.324,4433.1,1872.27,1872.27
T2,Psilocin 3,Trial     6,D5,0:00:00-0:05:00,606.201,2.0846,246,279.04,295,14.24,51,3.64,100.862,2521.55,4968.4,35901700
T2,Psilocin 3,Trial     6,D5,0:05:00-0:10:00,320.548,1.06906,78,293.92,91,4.16,11,0.72,111.546,2788.66,5967.29,44420500
T2,Psilocin 3,Trial     6,D5,0:10:00-0:15:00,214.539,0.71551,6,299.68,5,0.24,1,0.04,115.352,2883.8,6773.67,49833900
T2,Psilocin 3,Trial     6,D5,0:15:00-0:20:00,703.473,2.34616,426,264.84,537,22.88,79,3.72,92.035,2300.87,4283.77,31918400
T2,Psilocin 3,Trial     6,D5,0:20:00-0:25:00,325.934,1.17513,87,292.6,105,5.12,24,1.48,110.423,2760.58,6705.76,45900900
T2,Psilocin 3,Trial     6,D5,0:25:00-0:30:00,602.675,2.01053,322,273.68,397,17.6,58,3.04,94.8289,2370.72,4431.17,32990000
T2,Psilocin 3,Trial     6,D5,0:30:00-0:35:00,652.316,2.17497,311,274.2,384,17.2,74,3.88,94.7808,2369.52,4860.19,36378500
T2,Psilocin 3,Trial     6,D5,0:35:00-0:40:00,752.378,2.50926,402,262.6,561,24.6,73,3.88,84.5782,2114.46,3514.77,26262400
T2,Psilocin 3,Trial     6,D5,0:40:00-0:45:00,0.0449563,1.12391,0,0,0,0,0,0,70.1342,1753.36,1560.05,1560.05
T2,Psilocin 3,Trial     6,D11,0:00:00-0:05:00,645.746,2.43457,311,238.64,392,18,79,4.56,84.1371,2103.43,3710.71,24520400
T2,Psilocin 3,Trial     6,D11,0:05:00-0:10:00,1113.62,3.71406,647,245.2,809,36.76,174,8.96,61.9106,1547.76,1844.24,13820700
T2,Psilocin 3,Trial     6,D11,0:10:00-0:15:00,961.987,3.20833,542,256.04,655,29.88,149,7.8,71.676,1791.9,2635.74,19741700
T2,Psilocin 3,Trial     6,D11,0:15:00-0:20:00,838.536,2.79661,467,256.68,648,28.6,78,4.68,77.5215,1938.04,2963.85,22175500
T2,Psilocin 3,Trial     6,D11,0:20:00-0:25:00,262.071,0.874268,15,298.56,19,0.96,5,0.36,117.105,2927.63,7033.71,52204200
T2,Psilocin 3,Trial     6,D11,0:25:00-0:30:00,871.142,2.90613,468,257.8,630,27.76,89,4.6,69.1835,1729.59,2423.59,18138200
T2,Psilocin 3,Trial     6,D11,0:30:00-0:35:00,532.33,1.77491,187,285,228,10.52,34,2.2,96.6147,2415.37,4252.8,31840700
T2,Psilocin 3,Trial     6,D11,0:35:00-0:40:00,329.62,1.09932,62,98.28,81,3.84,17,1.12,110.628,2765.69,6187.31,46293400
T2,Psilocin 3,Trial     6,D11,0:40:00-0:45:00,0.0465399,1.1635,0,0,0,0,0,0,4.64084,116.021,99.7175,99.7175
T2,Psilocin 3,Trial     6,E5,0:00:00-0:05:00,0.177713,1.11071,1,299.76,0,0,0,0,58.5434,1463.59,3515.32,3515.32
T2,Psilocin 3,Trial     6,E5,0:05:00-0:10:00,NA,NA,1,300,0,0,0,0,NA,NA,NA,NA
T2,Psilocin 3,Trial     6,E5,0:10:00-0:15:00,NA,NA,1,300,0,0,0,0,NA,NA,NA,NA
T2,Psilocin 3,Trial     6,E5,0:15:00-0:20:00,577.413,1.93296,289,271.76,409,18.12,50,3,99.4822,2487.06,5351.23,39572300
T2,Psilocin 3,Trial     6,E5,0:20:00-0:25:00,220.422,0.735327,7,299.28,11,0.44,0,0,118.945,2973.64,7787.7,57839200
T2,Psilocin 3,Trial     6,E5,0:25:00-0:30:00,529.817,1.76747,228,276.52,337,14.96,40,2.32,102.668,2566.71,5448.84,40468500
T2,Psilocin 3,Trial     6,E5,0:30:00-0:35:00,401.542,1.33883,126,286.12,207,8.88,17,1.04,108.749,2718.73,5809.89,43243000
T2,Psilocin 3,Trial     6,E5,0:35:00-0:40:00,245.81,0.819802,6,205.08,11,0.44,0,0,117.389,2934.73,6414.02,47938400
T2,Psilocin 3,Trial     6,E5,0:40:00-0:45:00,0.0111288,0.278221,0,0,0,0,0,0,156.002,3900.06,14017.9,14017.9
T2,Psilocin 3,Trial     6,E11,0:00:00-0:05:00,212.063,0.784024,14,298.92,16,0.72,2,0.12,117.135,2928.37,6712.48,45054200
T2,Psilocin 3,Trial     6,E11,0:05:00-0:10:00,217.699,0.726049,2,299.92,1,0.04,0,0,118.49,2962.25,7092.47,53051700
T2,Psilocin 3,Trial     6,E11,0:10:00-0:15:00,220.512,0.735431,11,299.08,15,0.64,1,0.04,117.471,2936.77,8651.54,64748100
T2,Psilocin 3,Trial     6,E11,0:15:00-0:20:00,581.186,1.93832,229,276,320,15.8,70,4.2,103.055,2576.37,5751.36,42962700
T2,Psilocin 3,Trial     6,E11,0:20:00-0:25:00,245.9,0.820322,9,299.4,9,0.4,2,0.08,118.931,2973.28,6498.7,48603700
T2,Psilocin 3,Trial     6,E11,0:25:00-0:30:00,384.339,1.28216,92,290.2,129,6.72,34,2.32,111.244,2781.09,6564.01,49046300
T2,Psilocin 3,Trial     6,E11,0:30:00-0:35:00,305.554,1.01878,46,295.6,65,2.96,7,0.48,113.228,2830.7,6651.52,49773300
T2,Psilocin 3,Trial     6,E11,0:35:00-0:40:00,246.967,0.823661,4,98.4,6,0.32,1,0.08,119.57,2989.25,6802.67,50884000
T2,Psilocin 3,Trial     6,E11,0:40:00-0:45:00,0.0113339,0.283347,0,0,0,0,0,0,54.6603,1366.51,4822.73,4822.73
T2,Psilocin 3,Trial     6,F5,0:00:00-0:05:00,387.846,1.41881,92,288.68,152,7.04,32,1.68,110.422,2760.56,5854.53,39769800
T2,Psilocin 3,Trial     6,F5,0:05:00-0:10:00,227.974,0.760318,1,300,0,0,0,0,120.234,3005.86,6633.36,49305800
T2,Psilocin 3,Trial     6,F5,0:10:00-0:15:00,202.112,0.674065,1,300,0,0,0,0,120.822,3020.55,7375.43,54718300
T2,Psilocin 3,Trial     6,F5,0:15:00-0:20:00,755.251,2.51885,367,264.84,502,22.56,99,5.12,93.2394,2330.98,4287.96,31923900
T2,Psilocin 3,Trial     6,F5,0:20:00-0:25:00,271.383,0.905334,40,296.92,47,1.96,3,0.12,114.703,2867.59,6545.12,48571300
T2,Psilocin 3,Trial     6,F5,0:25:00-0:30:00,749.725,2.50109,325,267.04,474,21.88,83,4.76,91.786,2294.65,4182.78,31186800
T2,Psilocin 3,Trial     6,F5,0:30:00-0:35:00,299.585,0.998884,35,296.28,55,2.32,4,0.2,116.397,2909.93,5982.97,44656900
T2,Psilocin 3,Trial     6,F5,0:35:00-0:40:00,220.568,0.73562,15,275.96,21,1.04,6,0.36,118.411,2960.27,7545.3,55918200
T2,Psilocin 3,Trial     6,F5,0:40:00-0:45:00,0.0239214,0.598035,0,0,0,0,0,0,56.2263,1405.66,2350.46,2350.46
T2,Psilocin 3,Trial     6,F11,0:00:00-0:05:00,300.248,1.02084,91,287.6,111,4.64,4,0.32,112.451,2811.29,6928.03,50595400
T2,Psilocin 3,Trial     6,F11,0:05:00-0:10:00,287.153,0.957686,56,295.8,69,3.04,7,0.44,116.602,2915.06,6957.89,51891900
T2,Psilocin 3,Trial     6,F11,0:10:00-0:15:00,341.981,1.14054,86,292.84,105,4.92,13,0.96,113.637,2840.92,6517.4,48750100
T2,Psilocin 3,Trial     6,F11,0:15:00-0:20:00,417.674,1.39299,183,285.2,225,9.48,12,0.68,107.641,2691.02,6059.52,45179700
T2,Psilocin 3,Trial     6,F11,0:20:00-0:25:00,248.326,0.828417,29,297.08,39,1.84,5,0.36,116.261,2906.53,7452.43,55364100
T2,Psilocin 3,Trial     6,F11,0:25:00-0:30:00,375.985,1.25429,147,290,158,6.88,17,0.96,110.362,2759.04,6351.49,47344000
T2,Psilocin 3,Trial     6,F11,0:30:00-0:35:00,260.641,0.869037,11,299.08,11,0.64,3,0.28,118.347,2958.68,6813.55,50985800
T2,Psilocin 3,Trial     6,F11,0:35:00-0:40:00,244.71,0.816136,3,285,3,0.12,0,0,119.313,2982.82,7326.56,54861300
T2,Psilocin 3,Trial     6,F11,0:40:00-0:45:00,0.0250996,0.62749,0,0,0,0,0,0,123.089,3077.23,4904.03,4904.03
T2,Psilocin 3,Trial     6,G5,0:00:00-0:05:00,263.939,1.02492,40,295.8,49,2.88,20,1.36,116.271,2906.78,6831.36,43577200
T2,Psilocin 3,Trial     6,G5,0:05:00-0:10:00,214.314,0.714762,8,299.36,11,0.44,2,0.08,118.728,2968.21,7846,58437000
T2,Psilocin 3,Trial     6,G5,0:10:00-0:15:00,218.659,0.729252,1,300,0,0,0,0,118.615,2965.37,6929.26,51872400
T2,Psilocin 3,Trial     6,G5,0:15:00-0:20:00,606.283,2.02202,223,277.96,282,14.76,100,6,105.145,2628.62,5612.37,41913200
T2,Psilocin 3,Trial     6,G5,0:20:00-0:25:00,261.87,0.873598,19,298.48,24,1,5,0.2,118.128,2953.2,6770.02,50450200
T2,Psilocin 3,Trial     6,G5,0:25:00-0:30:00,561.623,1.87358,213,278.72,289,13.72,80,4.28,105.042,2626.05,5528.9,41345100
T2,Psilocin 3,Trial     6,G5,0:30:00-0:35:00,351.942,1.17345,73,168.36,94,5.2,44,2.72,114.904,2872.59,7408.15,55205500
T2,Psilocin 3,Trial     6,G5,0:35:00-0:40:00,221.677,0.739319,0,0,0,0,0,0,120.945,3023.62,7039.5,52627300
T2,Psilocin 3,Trial     6,G5,0:40:00-0:45:00,0.0788677,1.97169,0,0,0,0,0,0,176.57,4414.26,2238.81,2238.81
T2,Psilocin 3,Trial     6,G11,0:00:00-0:05:00,478.263,1.64896,217,282.48,259,11.64,53,2.52,101.236,2530.9,5737.71,41386100
T2,Psilocin 3,Trial     6,G11,0:05:00-0:10:00,573.762,1.91356,282,275.04,361,16.28,51,2.92,96.1645,2404.11,5439.23,40522300
T2,Psilocin 3,Trial     6,G11,0:10:00-0:15:00,259.499,0.865457,53,295.4,71,3.08,7,0.48,113.634,2840.84,7669.92,57232900
T2,Psilocin 3,Trial     6,G11,0:15:00-0:20:00,627.901,2.09412,335,269.76,448,19.48,51,2.52,95.2451,2381.13,4930.46,36771400
T2,Psilocin 3,Trial     6,G11,0:20:00-0:25:00,236.041,0.787432,31,297.04,48,1.96,4,0.16,114.953,2873.83,7636.33,57157900
T2,Psilocin 3,Trial     6,G11,0:25:00-0:30:00,449.462,1.49941,186,282.8,255,11.48,38,1.96,107.163,2679.07,6736.04,50129600
T2,Psilocin 3,Trial     6,G11,0:30:00-0:35:00,210.557,0.702043,6,13.92,10,0.4,2,0.08,118.978,2974.45,7516.3,56334700
T2,Psilocin 3,Trial     6,G11,0:35:00-0:40:00,211.926,0.706797,0,0,0,0,0,0,119.308,2982.71,7582.29,56480400
T2,Psilocin 3,Trial     6,G11,0:40:00-0:45:00,0.00510271,0.127568,0,0,0,0,0,0,148.034,3700.86,29010.9,29010.9
T2,Psilocin 3,Trial     6,H5,0:00:00-0:05:00,282.42,0.943286,40,296.28,49,2.56,15,0.92,118.26,2956.51,6865.67,49934000
T2,Psilocin 3,Trial     6,H5,0:05:00-0:10:00,637.012,2.12451,306,276.04,347,16.44,78,4.44,99.9132,2497.83,4676.6,34990400
T2,Psilocin 3,Trial     6,H5,0:10:00-0:15:00,947.837,3.16114,508,257.04,593,29.2,190,10.04,86.1842,2154.61,3776.15,28253100
T2,Psilocin 3,Trial     6,H5,0:15:00-0:20:00,850.537,2.83664,357,262.4,493,25.12,158,8.96,96.9666,2424.16,4624.07,34569500
T2,Psilocin 3,Trial     6,H5,0:20:00-0:25:00,283.557,0.945948,32,297.48,39,1.88,10,0.56,117.151,2928.78,6555.88,48513500
T2,Psilocin 3,Trial     6,H5,0:25:00-0:30:00,703.215,2.34593,276,272.12,367,18.72,114,6.6,102.761,2569.02,4964.86,37117300
T2,Psilocin 3,Trial     6,H5,0:30:00-0:35:00,440.726,1.46948,155,285.52,202,9.88,54,3.04,110.819,2770.47,6460.73,47738400
T2,Psilocin 3,Trial     6,H5,0:35:00-0:40:00,239.076,0.797346,4,234.6,5,0.28,3,0.2,118.416,2960.4,7189.36,53488800
T2,Psilocin 3,Trial     6,H5,0:40:00-0:45:00,0.0533652,1.33413,0,0,0,0,0,0,164.048,4101.19,3074.06,3074.06
T2,Psilocin 3,Trial     6,H11,0:00:00-0:05:00,610.632,2.39727,356,226.44,436,19.32,79,3.88,85.9998,2150,3933.53,24726200
T2,Psilocin 3,Trial     6,H11,0:05:00-0:10:00,713.171,2.37946,456,262.84,580,25,90,4.32,84.1724,2104.31,4105.34,30609400
T2,Psilocin 3,Trial     6,H11,0:10:00-0:15:00,202.188,0.674318,1,300,0,0,0,0,118.857,2971.42,7095.74,53005200
T2,Psilocin 3,Trial     6,H11,0:15:00-0:20:00,689.279,2.29944,392,267.52,484,21.64,109,5.24,94.0643,2351.61,5222.8,38737500
T2,Psilocin 3,Trial     6,H11,0:20:00-0:25:00,150.088,0.500693,2,299.96,1,0.04,0,0,120.015,3000.37,9436.33,70064800
T2,Psilocin 3,Trial     6,H11,0:25:00-0:30:00,509.207,1.69871,235,279.64,304,13.6,57,3,100.583,2514.56,5822.63,43285500
T2,Psilocin 3,Trial     6,H11,0:30:00-0:35:00,197.6,0.860478,25,226.8,27,1.4,18,0.96,115.113,2877.82,7396.78,41673400
T2,Psilocin 3,Trial     6,H11,0:35:00-0:40:00,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA
T2,Psilocin 3,Trial     6,H11,0:40:00-0:45:00,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA
